EpochTime;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10
1759494279.959543;52825.59;51065.69;35824.14;40736.77;49727.70;52270.40;34910.93;53326.09;28050.00;68725.08
1759494280.072625;52393.07;51243.90;35676.06;40912.01;48937.01;52148.14;34803.28;53200.34;28583.94;68725.08
1759494280.1857321;52454.55;50829.43;35639.16;40955.98;49556.79;52148.14;34982.92;53263.16;28105.68;69000.00
1759494280.298877;52763.49;51243.90;35602.30;41000.00;49556.79;52209.22;34839.12;53012.50;28050.00;68816.53
1759494280.411971;52454.55;51006.48;35750.00;40955.98;49386.68;52148.14;34839.12;53012.50;28022.21;68908.17
1759494280.5249221;52887.79;51303.50;35639.16;40912.01;49273.73;52270.40;34875.00;53200.34;28077.82;68816.53
1759494280.6379688;52393.07;50888.35;35455.36;40780.49;49613.66;52087.16;34839.12;52887.79;28077.82;68816.53
1759494280.750995;52454.55;51006.48;35492.03;40912.01;49161.14;52209.22;34839.12;53012.50;28105.68;68908.17
1759494280.864085;52825.59;51125.00;35750.00;41044.09;49613.66;52331.69;34982.92;53075.00;28022.21;68908.17
1759494280.9771252;53012.50;51303.50;35602.30;41000.00;49499.99;52148.14;34946.90;53012.50;28161.47;68816.53
1759494281.090215;52763.49;51006.48;35639.16;41132.45;49048.89;52148.14;34946.90;52950.09;28050.00;68816.53
1759494281.203187;52209.22;50770.60;35676.06;40955.98;49443.30;52393.07;34731.74;52825.59;28133.56;68908.17
1759494281.316292;52825.59;51422.98;35602.30;40912.01;49499.99;52148.14;34803.28;52887.79;28105.68;69276.59
1759494281.42952;52454.55;50888.35;35750.00;40824.27;49556.79;52209.22;34803.28;52887.79;28050.00;69276.59
1759494281.542494;52331.69;51184.40;35750.00;40912.01;49443.30;52209.22;34875.00;52763.49;28050.00;69092.01
1759494281.65551;52516.14;51006.48;35713.01;40912.01;49443.30;52148.14;34767.48;53075.00;28050.00;69092.01
1759494281.768694;52454.55;50711.87;35528.74;40824.27;49330.16;52148.14;34803.28;52950.09;27994.45;68725.08
1759494281.881665;52331.69;50594.69;35565.50;41044.09;49499.99;52331.69;34803.28;53012.50;28050.00;68451.80
1759494281.994817;52270.40;50888.35;35713.01;41000.00;49217.39;52270.40;34767.48;53769.55;28022.21;68542.72
1759494282.107698;52148.14;51125.00;35676.06;41088.23;49499.99;51965.51;34803.28;53897.22;28133.56;68451.80
1759494282.220798;52393.07;50947.37;35676.06;41000.00;49273.73;52209.22;34731.74;54412.21;28077.82;68542.72
1759494282.333864;52393.07;51184.40;35787.04;41132.45;49273.73;51723.40;34910.93;54868.61;28077.82;68633.80
1759494282.446688;52270.40;51006.48;36197.67;39790.12;49899.43;49161.14;34982.92;55463.46;28133.56;68451.80
1759494282.559642;53200.34;51542.86;39578.95;38301.20;51303.50;43855.27;35236.34;55797.93;27939.02;68361.09
1759494282.67287;53326.09;52393.07;47034.48;37980.02;53515.50;43000.00;35382.17;54477.07;27856.12;68451.80
1759494282.7856798;54218.27;53200.34;58798.21;40432.44;55596.90;44931.65;36386.26;55865.17;27856.12;68725.08
1759494282.898716;55865.17;53897.22;72137.93;49670.64;54672.33;49670.64;40002.75;61032.26;27773.48;68816.53
1759494283.0116632;58725.80;57514.57;83245.31;63555.57;52148.14;55131.86;43188.13;67910.19;27994.45;68908.17
1759494283.124923;64128.11;63151.22;92618.31;92037.97;53452.26;56544.02;42580.65;72533.05;28697.81;68908.17
1759494283.237857;72039.66;70589.95;100571.45;128904.52;66410.20;56067.59;39202.45;72731.86;29333.33;69000.00
1759494283.351027;77218.05;78322.92;105425.73;161857.17;103473.54;55463.46;38871.62;76030.47;30045.06;68090.01
1759494283.4640808;81432.84;87332.51;104708.85;174703.00;128400.67;57026.31;38503.70;73942.48;31119.11;68451.80
1759494283.57727;81790.32;94245.18;110290.76;181823.55;146707.91;54153.84;37980.02;72137.93;31913.82;68542.72
1759494283.690333;78099.98;101580.27;112462.68;187025.50;158903.56;57165.19;37230.77;71164.44;32732.69;69184.21
1759494283.8034859;75817.59;103824.02;114293.47;191990.44;164521.75;62432.99;36728.81;68451.80;33337.84;68908.17
1759494283.916657;74456.12;105968.73;119650.95;196665.11;170499.97;65636.19;36576.07;68816.53;33645.46;68908.17
1759494284.029732;73738.56;109710.54;124965.77;204926.95;173422.94;68270.55;36310.68;67910.19;34200.88;68542.72
1759494284.142805;72137.93;115542.02;122606.73;207236.61;174703.00;70210.84;36272.96;67463.77;34095.89;67641.80
1759494284.256008;71357.52;124250.04;121455.41;209593.78;179995.55;72137.93;36614.18;71648.66;33645.46;67109.80
1759494284.3691049;71164.44;123072.44;123776.66;210790.66;181363.45;73942.48;37036.70;74870.98;33100.92;67198.03
1759494284.482264;70022.46;123776.66;126909.10;213837.61;180449.45;75184.48;37701.79;79796.62;32732.69;67820.55
1759494284.595435;68908.17;122606.73;128150.01;212609.31;179093.78;75079.75;37860.46;80258.80;32435.05;67463.77
1759494284.7086132;68725.08;120097.79;130694.91;208409.19;175133.55;72931.51;37820.71;79224.73;31946.11;67910.19
1759494284.821623;68000.00;118327.12;129411.77;212609.31;173847.77;71941.61;37426.12;76782.89;31849.38;68270.55
1759494284.934788;68270.55;118108.88;131475.28;207821.41;175565.84;69000.00;37114.18;75079.75;31529.41;68816.53
1759494285.047703;66584.06;117674.44;131737.19;207236.61;172578.80;65807.02;36959.43;72731.86;31529.41;68542.72
1759494285.160934;66671.25;115123.26;131475.28;206075.94;165687.52;61960.86;36882.36;73535.52;31978.43;69276.59
1759494285.27376;66758.61;110485.30;128904.52;200995.08;158903.56;59751.35;36652.34;71648.66;32600.00;70305.32
1759494285.3869078;67731.09;102778.40;124250.04;195084.41;150917.47;59162.16;35972.97;64128.11;33714.29;71260.88
1759494285.5000389;71843.75;96852.24;119206.90;189976.42;135500.03;55000.01;35272.72;57725.67;34660.38;72236.41
1759494285.6131158;71941.61;90471.91;110096.78;175565.84;125205.91;51783.78;34376.72;54089.52;34696.04;73333.33
1759494285.726224;68908.17;84615.39;99251.67;166079.34;116174.88;50770.60;33991.30;51006.48;34624.76;74352.93
1759494285.839238;64458.73;77218.05;87865.84;127155.65;95304.70;51542.86;33508.32;47729.11;34165.84;75079.75
1759494285.9522738;64128.11;68361.09;81195.88;82755.80;63151.22;53833.33;32866.02;46928.84;33887.09;74044.77
1759494286.065359;62671.05;64458.73;69834.85;54153.84;51363.19;54803.06;33100.92;47675.17;33405.90;73535.52
1759494286.1783712;59677.24;61571.43;57165.19;41938.97;54025.31;52825.59;33168.40;47513.88;33033.60;73031.64
1759494286.291646;57374.44;58509.39;43903.44;39578.95;58365.75;50361.45;33337.84;48000.01;32271.08;73031.64
1759494286.4046578;57514.57;57095.69;39621.07;38220.59;58581.40;48603.45;33337.84;48327.87;31402.49;73031.64
1759494286.517743;59529.41;56339.13;41132.45;38220.59;57796.29;49956.87;33474.14;49556.79;30500.00;72335.08
1759494286.630635;60727.28;55396.91;41712.86;39202.45;55596.90;52516.14;33576.80;49104.97;30135.42;71551.41
1759494286.743808;61726.77;55065.88;41712.86;39832.53;54803.06;55264.16;33508.32;48881.20;29865.29;71068.20
1759494286.856823;62196.26;54672.33;41265.45;40216.86;53833.33;56271.07;33542.54;48492.96;29805.64;70972.15
1759494286.969921;61339.51;54153.84;41132.45;40045.45;53326.09;57725.67;33542.54;47675.17;29627.51;70972.15
1759494287.082997;61339.51;54089.52;41354.43;40736.77;52701.50;61960.86;33202.21;47087.42;29362.60;70780.65
1759494287.196247;60803.32;53961.21;41938.97;42350.00;51783.78;71164.44;32666.26;45031.25;29071.43;71357.52
1759494287.309172;60349.17;54218.27;42396.00;44782.80;52087.16;77546.95;32732.69;43424.83;28955.88;70780.65
1759494287.422403;60424.53;54542.05;43329.95;47675.17;52454.55;85250.00;32966.45;41577.98;28927.08;71551.41
1759494287.5357099;60803.32;55264.16;45081.16;49956.87;54347.45;101410.98;33269.94;40780.49;28927.08;71260.88
1759494287.648572;62275.02;56135.30;46301.75;53578.86;60575.63;119206.90;33303.87;42212.41;29013.59;70780.65
1759494287.761555;62750.70;57374.44;46301.75;56339.13;73942.48;133865.02;33405.90;43235.33;29100.40;70210.84
1759494287.874697;63151.22;57655.18;46823.53;56000.00;92037.97;146392.56;34095.89;43807.16;28898.31;70116.55
1759494287.987585;63474.37;57867.03;46876.14;51663.12;109903.38;163370.41;34982.92;44291.39;28697.81;70589.95
1759494288.100615;64791.91;58080.00;46981.62;48492.96;129157.71;176436.17;35713.01;44981.41;28217.39;70685.20
1759494288.213741;66584.06;57796.29;46301.75;48658.82;146392.56;185580.64;36122.58;42859.61;27364.38;70210.84
1759494288.3267572;68270.55;58294.12;44733.33;51783.78;155692.28;190476.36;36310.68;40736.77;26750.00;69000.00
1759494288.439805;68908.17;58008.89;44291.39;57374.44;162610.69;194562.56;36538.01;40475.73;26176.47;67552.69
1759494288.553013;69928.56;58581.40;44145.38;62750.70;164908.73;196135.66;36959.43;40259.85;25996.80;66323.52
1759494288.666085;70494.88;58222.62;44145.38;66584.06;168868.64;194562.56;37191.86;40173.92;25767.76;66410.20
1759494288.779229;70022.46;59089.11;43951.69;63881.80;165297.30;190476.36;36998.04;40346.03;25691.90;65892.68
1759494288.892225;69092.01;58798.21;43615.43;59825.61;159267.55;184628.44;36767.12;40216.86;25616.28;65978.51
1759494289.005342;66584.06;58725.80;43329.95;52331.69;147342.14;170499.97;36047.68;40736.77;25691.90;65978.51
1759494289.118409;64210.54;57796.29;42396.00;46823.53;129411.77;151918.92;35309.15;41176.72;25742.45;66933.87
1759494289.231509;61960.86;57937.89;41265.45;49386.68;103824.02;131999.98;34660.38;42166.67;25996.80;67463.77
1759494289.344366;60727.28;57655.18;40955.98;50888.35;75923.92;104530.90;33679.85;44000.00;26357.49;69000.00
1759494289.457521;59974.52;57304.57;40519.09;47300.00;54672.33;76674.70;31881.58;44634.62;26908.79;69276.59
1759494289.570518;59603.25;57304.57;39536.88;45031.25;51006.48;57165.19;30994.12;45838.86;27364.38;70494.88
1759494289.683572;59677.24;56681.22;39832.53;42906.34;52209.22;45635.12;31150.44;48769.84;27581.73;69928.56
1759494289.796671;58798.21;57514.57;42953.13;41712.86;53833.33;40649.52;32108.11;48327.87;27718.54;69741.34
1759494289.909899;58151.25;57095.69;45992.46;40693.11;54934.25;40389.20;33134.64;51783.78;27828.54;70399.98
1759494290.022757;57514.57;56818.89;46613.86;40346.03;55330.48;40475.73;33611.11;54282.80;27883.72;70589.95
1759494290.1357682;57304.57;56750.00;47087.42;39790.12;55730.80;40475.73;33956.53;54607.13;27828.54;70589.95
1759494290.248975;57234.82;56681.22;46509.50;39452.93;55596.90;40346.03;33887.09;52887.79;27773.48;70589.95
1759494290.362016;56887.91;56339.13;46613.86;39202.45;55197.95;40045.45;33748.76;52516.14;27773.48;70685.20
1759494290.475041;56544.02;56203.12;47034.48;39369.21;54412.21;39917.52;33576.80;51844.26;27773.48;70876.30
1759494290.588149;56135.30;56067.59;45838.86;39119.41;54542.05;40002.75;33576.80;49727.70;27856.12;71357.52
1759494290.701108;56271.07;55932.53;46823.53;39369.21;54282.80;39917.52;33440.00;48881.20;27911.36;71260.88
1759494290.814124;56067.59;55797.93;46876.14;39327.43;54347.45;39832.53;33440.00;48548.16;27966.72;71068.20
1759494290.927103;55865.17;55797.93;46353.57;38748.48;54542.05;39875.00;33337.84;48658.82;27966.72;70780.65
1759494291.040192;55865.17;55530.12;46095.24;39036.59;53833.33;39578.95;33168.40;47300.00;27911.36;71068.20
1759494291.153292;55932.53;55396.91;45736.85;38625.85;53705.88;39494.88;33033.60;46301.75;28105.68;71454.37
1759494291.266318;56407.31;55530.12;44782.80;38463.09;53389.12;39285.71;32866.02;45838.86;28022.21;71551.41
1759494291.379307;56203.12;55330.48;43951.69;38301.20;52950.09;39160.89;32832.62;45838.86;28022.21;71454.37
1759494291.492363;56271.07;55000.01;43046.93;38180.36;52701.50;39160.89;32699.45;45787.82;28133.56;71843.75
1759494291.605362;56067.59;54803.06;42953.13;38220.59;52454.55;39119.41;32566.93;45635.12;28077.82;71551.41
1759494291.718497;56135.30;54803.06;42859.61;37701.79;52701.50;39077.97;32666.26;45584.39;27883.72;71260.88
1759494291.831455;55797.93;55065.88;42488.19;38060.00;52701.50;38995.26;32633.11;45787.82;27939.02;70780.65
1759494291.944525;56135.30;54672.33;42580.65;37940.12;52454.55;38995.26;32566.93;45635.12;27966.72;71260.88
1759494292.057646;55663.80;54347.45;42396.00;37860.46;52454.55;39077.97;32666.26;45584.39;27911.36;71164.44
1759494292.17067;55663.80;54477.07;42075.39;37662.25;52454.55;38953.99;32533.90;45331.84;27966.72;70780.65
1759494292.283829;55663.80;54089.52;41848.34;37622.77;52026.29;38912.78;32566.93;45181.20;27939.02;70780.65
1759494292.396636;55730.80;54412.21;41309.91;37662.25;52148.14;38912.78;32500.91;45331.84;27966.72;70589.95
