FrameIndex;EpochTime;Marker
0;1759494949.6530023;
1;1759494949.6711173;
2;1759494949.6860754;
3;1759494949.7074044;
4;1759494949.737283;
5;1759494949.7717905;
6;1759494949.8021212;
7;1759494949.836566;
8;1759494949.8683643;
9;1759494949.8997722;
10;1759494949.9299927;
11;1759494949.9764428;
12;1759494950.0318613;
13;1759494950.042757;
14;1759494950.0753088;
15;1759494950.1083574;
16;1759494950.1431305;
17;1759494950.1726694;
18;1759494950.2036133;
19;1759494950.234162;
20;1759494950.265853;
21;1759494950.3001318;
22;1759494950.3309698;
23;1759494950.3816948;
24;1759494950.4121807;
25;1759494950.4445395;
26;1759494950.477253;
27;1759494950.508218;
28;1759494950.5404887;
29;1759494950.5757587;
30;1759494950.6030116;
31;1759494950.6624975;
32;1759494950.6745965;
33;1759494950.7017343;
34;1759494950.7334802;
35;1759494950.7831166;
36;1759494950.8158114;
37;1759494950.848428;
38;1759494950.8811133;
39;1759494950.9106076;
40;1759494950.9440084;
41;1759494950.977384;
42;1759494951.00823;
43;1759494951.041607;
44;1759494951.0729592;
45;1759494951.105365;
46;1759494951.1365755;
47;1759494951.1862857;
48;1759494951.2161791;
49;1759494951.2559497;
50;1759494951.2798345;
51;1759494951.312792;
52;1759494951.3447227;
53;1759494951.3764002;
54;1759494951.4074042;
55;1759494951.4414477;
56;1759494951.476425;
57;1759494951.5021439;
58;1759494951.5354204;
59;1759494951.5850954;
60;1759494951.6167893;
61;1759494951.6500874;
62;1759494951.6814978;
63;1759494951.7103763;
64;1759494951.7432978;
65;1759494951.7767692;
66;1759494951.809649;
67;1759494951.8424215;
68;1759494951.872038;
69;1759494951.907813;
70;1759494951.9348557;
71;1759494951.9849513;
72;1759494952.0152154;
73;1759494952.0474668;
74;1759494952.0785012;
75;1759494952.1146872;
76;1759494952.1448991;
77;1759494952.1761668;
78;1759494952.210573;
79;1759494952.241626;
80;1759494952.2736142;
81;1759494952.304874;
82;1759494952.3415625;
83;1759494952.3857875;
84;1759494952.4172778;
85;1759494952.450539;
86;1759494952.478229;
87;1759494952.512822;
88;1759494952.5466194;
89;1759494952.578374;
90;1759494952.6067955;
91;1759494952.6399956;
92;1759494952.672299;
93;1759494952.7022982;
94;1759494952.7382236;
95;1759494952.7940502;
96;1759494952.815339;
97;1759494952.849215;
98;1759494952.8833833;
99;1759494952.9129097;
100;1759494952.9443293;
101;1759494952.978831;
102;1759494953.0079982;
103;1759494953.0413578;
104;1759494953.0732546;
105;1759494953.104292;
106;1759494953.1373646;
107;1759494953.1865506;
108;1759494953.2150528;
109;1759494953.2482646;
110;1759494953.2811172;
111;1759494953.3113723;
112;1759494953.344693;
113;1759494953.3739634;
114;1759494953.4077132;
115;1759494953.4420235;
116;1759494953.4723525;
117;1759494953.506042;
118;1759494953.5374594;
119;1759494953.582083;
120;1759494953.6166747;
121;1759494953.650987;
122;1759494953.6812146;
123;1759494953.7112188;
124;1759494953.7422116;
125;1759494953.7757227;
126;1759494953.8046854;
127;1759494953.8415792;
128;1759494953.8767593;
129;1759494953.9047978;
130;1759494953.9344807;
131;1759494953.9798157;
132;1759494954.0137312;
133;1759494954.0482564;
134;1759494954.08143;
135;1759494954.1084707;
136;1759494954.141199;
137;1759494954.1757288;
138;1759494954.2062745;
139;1759494954.2400627;
140;1759494954.271619;
141;1759494954.3083375;
142;1759494954.3372526;
143;1759494954.3865995;
144;1759494954.4169621;
145;1759494954.4484386;
146;1759494954.478899;
147;1759494954.5166786;
148;1759494954.5440555;
149;1759494954.577231;
150;1759494954.609912;
151;1759494954.6391208;
152;1759494954.6729503;
153;1759494954.7060091;
154;1759494954.7394454;
155;1759494954.7859375;
156;1759494954.819554;
157;1759494954.8487184;
158;1759494954.8792548;
159;1759494954.913391;
160;1759494954.9441652;
161;1759494954.9768941;
162;1759494955.0079937;
163;1759494955.0381975;
164;1759494955.071254;
165;1759494955.1036568;
166;1759494955.135964;
167;1759494955.1891692;
168;1759494955.2164462;
169;1759494955.2722645;
170;1759494955.2929065;
171;1759494955.313659;
172;1759494955.3450167;
173;1759494955.379606;
174;1759494955.408894;
175;1759494955.439864;
176;1759494955.47251;
177;1759494955.5030215;
178;1759494955.5375683;
179;1759494955.585999;
180;1759494955.6230025;
181;1759494955.649161;
182;1759494955.6810036;
183;1759494955.7142336;
184;1759494955.745321;
185;1759494955.779318;
186;1759494955.8079858;
187;1759494955.8431723;
188;1759494955.8719566;
189;1759494955.9067879;
190;1759494955.9343762;
191;1759494955.984501;
192;1759494956.015739;
193;1759494956.0530558;
194;1759494956.0792441;
195;1759494956.1111133;
196;1759494956.146813;
197;1759494956.1788504;
198;1759494956.2097044;
199;1759494956.240623;
200;1759494956.275691;
201;1759494956.3036335;
202;1759494956.338039;
203;1759494956.3876982;
204;1759494956.4165437;
205;1759494956.4486866;
206;1759494956.4834785;
207;1759494956.512907;
208;1759494956.5440335;
209;1759494956.575985;
210;1759494956.6085534;
211;1759494956.639438;
212;1759494956.672221;
213;1759494956.7055233;
214;1759494956.7375238;
215;1759494956.7836583;
216;1759494956.8160985;
217;1759494956.8481264;
218;1759494956.8804948;
219;1759494956.9179747;
220;1759494956.9453464;
221;1759494956.9767556;
222;1759494957.0079458;
223;1759494957.0385358;
224;1759494957.070574;
225;1759494957.1020098;
226;1759494957.1405756;
227;1759494957.18532;
228;1759494957.216395;
229;1759494957.2450047;
230;1759494957.2775497;
231;1759494957.312446;
232;1759494957.3446276;
233;1759494957.3773654;
234;1759494957.4108906;
235;1759494957.4405107;
236;1759494957.4721005;
237;1759494957.504424;
238;1759494957.534109;
239;1759494957.5920599;
240;1759494957.6191292;
241;1759494957.6494167;
242;1759494957.6801863;
243;1759494957.7137332;
244;1759494957.742198;
245;1759494957.7775905;
246;1759494957.8055182;
247;1759494957.8384166;
248;1759494957.9036667;
249;1759494957.9265733;
250;1759494957.9467716;
251;1759494957.9822855;
252;1759494958.0156212;
253;1759494958.0461714;
254;1759494958.0787084;
255;1759494958.1120808;
256;1759494958.142818;
257;1759494958.1753316;
258;1759494958.206471;
259;1759494958.2415285;
260;1759494958.2724042;
261;1759494958.306213;
262;1759494958.3359103;
263;1759494958.3853106;
264;1759494958.4159646;
265;1759494958.448465;
266;1759494958.4781544;
267;1759494958.514375;
268;1759494958.5469778;
269;1759494958.57786;
270;1759494958.6098611;
271;1759494958.6406686;
272;1759494958.6753154;
273;1759494958.7055926;
274;1759494958.734947;
275;1759494958.7903788;
276;1759494958.821964;
277;1759494958.84699;
278;1759494958.8824716;
279;1759494958.9130886;
280;1759494958.9459536;
281;1759494958.9784603;
282;1759494959.0109427;
283;1759494959.0419922;
284;1759494959.0732534;
285;1759494959.1088676;
286;1759494959.136102;
287;1759494959.1873293;
288;1759494959.2166662;
289;1759494959.248714;
290;1759494959.2802162;
291;1759494959.3139992;
292;1759494959.3419845;
293;1759494959.3746731;
294;1759494959.406406;
295;1759494959.4391007;
296;1759494959.4718823;
297;1759494959.5023801;
298;1759494959.5388346;
299;1759494959.5867586;
300;1759494959.6183019;
301;1759494959.648028;
302;1759494959.6806777;
303;1759494959.711064;
304;1759494959.7441933;
305;1759494959.7787058;
306;1759494959.8070703;
307;1759494959.8396728;
308;1759494959.8727164;
309;1759494959.9038153;
310;1759494959.937987;
311;1759494959.995252;
312;1759494960.0227387;
313;1759494960.0467849;
314;1759494960.0768409;
315;1759494960.1099052;
316;1759494960.1437197;
317;1759494960.177769;
318;1759494960.2093823;
319;1759494960.24239;
320;1759494960.2713718;
321;1759494960.303821;
322;1759494960.3368979;
323;1759494960.3859787;
324;1759494960.421848;
325;1759494960.450554;
326;1759494960.4796367;
327;1759494960.5138955;
328;1759494960.5437567;
329;1759494960.5774555;
330;1759494960.6099296;
331;1759494960.6546926;
332;1759494960.675603;
333;1759494960.704784;
334;1759494960.7386022;
335;1759494960.786059;
336;1759494960.8183718;
337;1759494960.8558853;
338;1759494960.8798273;
339;1759494960.917616;
340;1759494960.9440162;
341;1759494960.975389;
342;1759494961.0084467;
343;1759494961.0412483;
344;1759494961.0721037;
345;1759494961.104485;
346;1759494961.1373413;
347;1759494961.1857827;
348;1759494961.2164292;
349;1759494961.2488356;
350;1759494961.2806199;
351;1759494961.3106985;
352;1759494961.3450558;
353;1759494961.376526;
354;1759494961.4071972;
355;1759494961.440462;
356;1759494961.4728618;
357;1759494961.508814;
358;1759494961.5380306;
359;1759494961.5868738;
360;1759494961.6175332;
361;1759494961.6472325;
362;1759494961.680852;
363;1759494961.7161372;
364;1759494961.7448053;
365;1759494961.7791564;
366;1759494961.8092546;
367;1759494961.8417914;
368;1759494961.872049;
369;1759494961.9041028;
370;1759494961.9394815;
371;1759494961.9844158;
372;1759494962.0159817;
373;1759494962.0511608;
374;1759494962.0794442;
375;1759494962.1090763;
376;1759494962.1470084;
377;1759494962.177408;
378;1759494962.20813;
379;1759494962.2415822;
380;1759494962.2713704;
381;1759494962.304409;
382;1759494962.3374;
383;1759494962.3870292;
384;1759494962.4172523;
385;1759494962.448949;
386;1759494962.4816253;
387;1759494962.5096347;
388;1759494962.5414295;
389;1759494962.581937;
390;1759494962.6064224;
391;1759494962.6380749;
392;1759494962.6721919;
393;1759494962.7042336;
394;1759494962.7366738;
395;1759494962.7836108;
396;1759494962.8227975;
397;1759494962.8479939;
398;1759494962.8805072;
399;1759494962.9138649;
400;1759494962.9446237;
401;1759494962.9772034;
402;1759494963.00896;
403;1759494963.044746;
404;1759494963.071204;
405;1759494963.1018684;
406;1759494963.1383812;
407;1759494963.182852;
408;1759494963.218546;
409;1759494963.253523;
410;1759494963.2824373;
411;1759494963.3134058;
412;1759494963.3778682;
413;1759494963.4032066;
414;1759494963.4263709;
415;1759494963.4678547;
416;1759494963.4879527;
417;1759494963.5063057;
418;1759494963.538133;
419;1759494963.585857;
420;1759494963.6182084;
421;1759494963.648213;
422;1759494963.6819036;
423;1759494963.712658;
424;1759494963.7447572;
425;1759494963.774788;
426;1759494963.8102522;
427;1759494963.8414404;
428;1759494963.873708;
429;1759494963.9061835;
430;1759494963.9374661;
431;1759494963.9835389;
432;1759494964.0169737;
433;1759494964.05038;
434;1759494964.080722;
435;1759494964.114823;
436;1759494964.1470478;
437;1759494964.1774986;
438;1759494964.2096004;
439;1759494964.2416003;
440;1759494964.2737346;
441;1759494964.3045743;
442;1759494964.3377972;
443;1759494964.3842397;
444;1759494964.416371;
445;1759494964.4495804;
446;1759494964.4808202;
447;1759494964.510325;
448;1759494964.5475974;
449;1759494964.5765343;
450;1759494964.6082728;
451;1759494964.6398308;
452;1759494964.6713035;
453;1759494964.7028031;
454;1759494964.7332003;
455;1759494964.782653;
456;1759494964.8128061;
457;1759494964.8488266;
458;1759494964.880167;
459;1759494964.9105206;
460;1759494964.9425237;
461;1759494964.9791262;
462;1759494965.0085855;
463;1759494965.03688;
464;1759494965.0742192;
465;1759494965.1051705;
466;1759494965.1341183;
467;1759494965.184209;
468;1759494965.2179418;
469;1759494965.2489414;
470;1759494965.2799008;
471;1759494965.311602;
472;1759494965.3462675;
473;1759494965.3760715;
474;1759494965.4066243;
475;1759494965.4442625;
476;1759494965.4722805;
477;1759494965.5053148;
478;1759494965.5358915;
479;1759494965.5847;
480;1759494965.6164975;
481;1759494965.6547253;
482;1759494965.6802328;
483;1759494965.7119327;
484;1759494965.7440805;
485;1759494965.7740574;
486;1759494965.8087964;
487;1759494965.8393888;
488;1759494965.8732586;
489;1759494965.9042928;
490;1759494965.936525;
491;1759494965.986224;
492;1759494966.0177963;
493;1759494966.0491211;
494;1759494966.0867918;
495;1759494966.1103842;
496;1759494966.1445897;
497;1759494966.1751735;
498;1759494966.206212;
499;1759494966.2389479;
500;1759494966.2735376;
501;1759494966.3073936;
502;1759494966.336355;
503;1759494966.3847127;
504;1759494966.4183042;
505;1759494966.44583;
506;1759494966.4804041;
507;1759494966.5139244;
508;1759494966.545102;
509;1759494966.5772142;
510;1759494966.6092935;
511;1759494966.6392877;
512;1759494966.674111;
