EpochTime;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10
1759494731.048526;57725.67;72533.05;77988.89;58581.40;59677.24;63070.81;35898.46;47406.77;31056.54;73738.56
1759494731.161767;59089.11;73031.64;76459.02;51723.40;60879.49;62830.50;33542.54;46146.75;30015.01;73840.41
1759494731.2745311;60198.89;71551.41;74147.27;48548.16;61882.68;63312.49;32600.00;45685.96;29362.60;73131.99
1759494731.3874218;61571.43;68090.01;70589.95;44340.21;62353.93;64708.37;32205.77;46301.75;28726.35;71941.61
1759494731.500531;58294.12;65466.02;66064.51;40649.52;64045.86;68000.00;31978.43;47246.73;28105.68;71648.66
1759494731.613481;57584.82;64375.84;56887.91;40389.20;60803.32;74663.10;31946.11;47406.77;28077.82;70685.20
1759494731.72652;58222.62;64128.11;49217.39;41000.00;57796.29;73031.64;31785.08;46198.34;27994.45;70780.65
1759494731.839515;58222.62;63800.01;44931.65;41622.87;56818.89;68270.55;31849.38;46198.34;27746.00;70494.88
1759494731.95242;59529.41;63070.81;43093.93;43188.13;55663.80;59308.66;32043.19;46301.75;27746.00;70210.84
1759494732.065516;60727.28;62039.18;41577.98;43855.27;55865.17;54868.61;30715.04;47513.88;27746.00;70685.20
1759494732.178383;60424.53;61185.60;40131.04;44291.39;55264.16;53012.50;30075.14;48881.20;27663.73;71164.44
1759494732.2915761;60424.53;60424.53;39244.05;44832.34;54803.06;52270.40;29597.94;49670.64;27636.36;70494.88
1759494732.4044569;60049.17;60273.96;38585.07;44782.80;55000.01;50711.87;29421.23;50594.69;27718.54;70494.88
1759494732.517494;60198.89;59677.24;38625.85;44145.38;55065.88;47675.17;28612.36;52393.07;27911.36;70780.65
1759494732.630392;62671.05;59899.99;39452.93;44096.85;58798.21;46301.75;27856.12;51065.69;28077.82;71843.75
1759494732.7434611;65212.00;62275.02;42953.13;50477.88;77657.07;46876.14;27746.00;51125.00;27994.45;72137.93
1759494732.85639;70972.15;70494.88;49386.68;69928.56;101750.02;51422.98;27663.73;50829.43;27911.36;71941.61
1759494732.9693792;75711.50;78771.83;61416.67;90894.74;122374.98;60803.32;27773.48;50536.23;27663.73;71260.88
1759494733.082392;77218.05;86804.34;78322.92;116600.02;140032.38;73738.56;28414.10;52026.29;27609.03;70210.84
1759494733.195668;77327.45;93352.09;94848.27;144217.69;157105.33;80842.47;29509.43;52393.07;27418.54;69000.00
1759494733.308417;76782.89;101410.98;107439.63;162610.69;167663.16;80725.20;30500.00;51663.12;27391.45;68451.80
1759494733.421469;74044.77;106516.38;117027.80;171741.91;178200.05;82755.80;30807.74;50947.37;27364.38;68633.80
1759494733.534446;69554.87;114914.87;126174.36;187999.97;184628.44;82270.82;31497.63;50419.62;27337.35;68361.09
1759494733.647394;65466.02;126174.36;131214.27;200995.08;192499.94;84238.22;32043.19;49956.87;27256.43;68000.00
1759494733.76037;63070.81;133865.02;133865.02;218882.42;201548.41;83245.31;32271.08;49727.70;27148.94;67552.69
1759494733.8734488;61804.65;139451.63;136609.19;230352.92;207821.41;82999.98;32699.45;49556.79;27122.14;67109.80
1759494733.9863412;60123.96;143302.72;142698.33;228250.00;208999.97;80608.20;32899.45;49443.30;26988.58;67109.80
1759494734.099456;59382.11;142999.97;145453.48;228947.09;210190.69;79567.09;32832.62;49273.73;26935.36;66584.06
1759494734.212457;58798.21;142397.78;146707.91;226867.42;208409.19;78434.77;32832.62;49104.97;26961.96;66584.06
1759494734.325415;57867.03;143606.59;150917.47;224147.59;210790.66;76137.26;32799.27;48658.82;26961.96;65807.02
1759494734.438348;58080.00;140032.38;146078.41;225500.02;209593.78;75605.64;32633.11;48825.47;26802.82;66150.68
1759494734.5513759;57796.29;134678.30;143606.59;222146.41;208999.97;77327.45;32566.93;48992.91;26802.82;65636.19
1759494734.664276;57796.29;131214.27;139741.47;224147.59;207236.61;80142.87;32566.93;49273.73;26697.30;65127.66
1759494734.777421;58943.39;126174.36;136330.42;218882.42;204926.95;82030.02;32402.18;49273.73;26670.99;65807.02
1759494734.8901901;58437.50;122374.98;135225.17;210790.66;197731.77;83491.82;32043.19;49161.14;26670.99;65892.68
1759494735.003236;59089.11;119874.02;133060.20;208999.97;193526.25;83368.40;31593.10;49556.79;26697.30;65892.68
1759494735.11617;60803.32;111072.38;127155.65;186060.03;187511.59;84868.34;30962.96;49956.87;26750.00;66323.52
1759494735.229295;65892.68;102262.08;114087.59;173422.94;177314.20;88269.26;30105.26;50014.40;26644.71;66584.06
1759494735.342186;68725.08;95457.64;102090.92;158179.95;167663.16;89635.70;29716.42;50594.69;26435.48;67198.03
1759494735.455201;70494.88;90894.74;87865.84;136888.91;153614.03;87465.36;29216.60;50303.38;26461.54;67910.19
1759494735.568125;73232.55;85122.48;72731.86;112663.67;138017.78;81790.32;27773.48;49670.64;26383.46;69184.21
1759494735.681213;75394.60;78099.98;59899.99;88675.70;114707.10;67021.75;26908.79;49443.30;26513.73;70210.84
1759494735.794127;74044.77;70116.55;49499.99;61804.65;87067.79;50770.60;26461.54;50014.40;26723.63;71260.88
1759494735.907243;70022.46;64293.11;43141.00;45281.55;67463.77;44193.98;26331.54;49956.87;27095.37;71551.41
1759494736.020146;68180.19;62750.70;39875.00;40649.52;57937.89;41443.66;26435.48;49842.10;27256.43;70589.95
1759494736.133104;66323.52;61804.65;37583.33;39244.05;57095.69;40302.91;27068.63;50187.50;27202.62;71551.41
1759494736.2461529;65381.18;60803.32;35787.04;38585.07;56544.02;39960.11;27445.66;50947.37;27310.35;71164.44
1759494736.359144;64875.60;59974.52;35272.72;38707.55;58008.89;39621.07;27663.73;50477.88;27283.37;70876.30
1759494736.472183;63718.37;59677.24;34731.74;38019.98;59382.11;39411.04;28133.56;49899.43;27337.35;71454.37
1759494736.585154;62671.05;59603.25;35272.72;37465.35;60879.49;39494.88;28783.54;49161.14;27202.62;70305.32
1759494736.698224;62353.93;59089.11;37741.38;37583.33;62353.93;40780.49;29955.02;48658.82;27041.92;70210.84
1759494736.811303;61416.67;59677.24;45031.25;39369.21;62990.56;42859.61;30165.61;48163.55;27095.37;70116.55
1759494736.924224;60273.96;60273.96;56339.13;42350.00;63963.75;46146.75;29985.00;47567.56;27148.94;69648.01
1759494737.0372329;61804.65;62990.56;63393.36;46146.75;63555.57;49956.87;30838.71;46613.86;27636.36;70210.84
1759494737.1501288;59825.61;66497.04;67910.19;50419.62;62432.99;53326.09;31529.41;46457.45;28245.40;70876.30
1759494737.2631638;59089.11;72039.66;69648.01;53452.26;60879.49;55797.93;31946.11;46146.75;29775.86;71941.61
1759494737.376155;57937.89;75605.64;71068.20;55663.80;60955.81;59825.61;33134.64;47406.77;31817.21;75394.60
1759494737.489228;58222.62;77546.95;72533.05;60803.32;61262.48;64791.91;34518.20;49217.39;34130.84;77108.91
1759494737.602155;59162.16;78099.98;74044.77;64541.79;61493.98;69369.16;36010.30;50888.35;35528.74;76459.02
1759494737.715181;57655.18;78099.98;74766.93;67109.80;61882.68;71068.20;36843.89;51663.12;35935.69;76999.99
1759494737.828149;56271.07;77218.05;77546.95;73636.94;62039.18;72236.41;37701.79;51844.26;36122.58;77108.91
1759494737.9411688;55197.95;77657.07;80491.47;81910.02;62671.05;72731.86;37622.77;52393.07;35898.46;76782.89
1759494738.0541859;54934.25;76999.99;81910.02;90331.68;62830.50;70972.15;37662.25;52825.59;35639.16;75923.92
1759494738.167134;54412.21;76566.74;79796.62;87465.36;60651.39;69092.01;37347.83;52026.29;35418.74;75923.92
1759494738.280092;54412.21;76244.27;77657.07;80960.00;60273.96;67463.77;36805.48;51422.98;35018.98;76137.26
1759494738.3931599;55000.01;75817.59;75289.42;75394.60;60049.17;65978.51;35972.97;50536.23;34482.76;76030.47
1759494738.5061162;56681.22;74870.98;73840.41;69000.00;60349.17;64791.91;35309.15;49613.66;33067.24;74559.50
1759494738.619686;56887.91;74975.25;73434.31;62671.05;61032.26;62830.50;33611.11;48548.16;31593.10;73942.48
1759494738.7320771;58008.89;72137.93;72931.51;54153.84;61185.60;61339.51;31978.43;47406.77;30075.14;72632.35
1759494738.845103;63636.89;66933.87;69834.85;46823.53;60879.49;59899.99;31213.23;47783.12;29100.40;71648.66
1759494738.958018;60803.32;64210.54;63963.75;40912.01;62117.64;59382.11;30838.71;48163.55;28555.55;71164.44
1759494739.071081;62117.64;63393.36;49273.73;40824.27;60727.28;55530.12;29865.29;48937.01;28217.39;70589.95
1759494739.1841202;63800.01;62671.05;43424.83;43424.83;57867.03;55463.46;28869.57;48825.47;28022.21;70210.84
1759494739.29716;64875.60;62512.19;40605.98;44782.80;56271.07;55264.16;28077.82;50014.40;28022.21;70116.55
1759494739.4101582;65807.02;61960.86;38341.59;46981.62;57165.19;58653.54;27966.72;49048.89;27994.45;70210.84
1759494739.523133;66237.02;60575.63;37504.62;48992.91;57304.57;60273.96;27966.72;46666.16;27828.54;70494.88
1759494739.636076;66064.51;60049.17;37741.38;47837.21;56000.00;56271.07;27939.02;45584.39;27883.72;69000.00
1759494739.7491672;64210.54;59603.25;37191.86;47353.34;55463.46;54607.13;27691.12;44291.39;27746.00;68361.09
1759494739.862135;64458.73;59235.34;37347.83;46770.99;55797.93;55000.01;27636.36;43141.00;27500.00;68816.53
1759494739.975203;63963.75;58870.73;37114.18;46666.16;55797.93;54672.33;27445.66;42953.13;27445.66;68361.09
1759494740.088248;64045.86;58365.75;37308.76;46718.54;56887.91;55330.48;27391.45;43141.00;27337.35;68090.01
1759494740.201313;64293.11;58798.21;37230.77;47087.42;56818.89;55197.95;27445.66;43235.33;27472.81;68090.01
1759494740.3143418;63800.01;58581.40;37347.83;46981.62;56067.59;54607.13;27472.81;42906.34;27337.35;68270.55
1759494740.427264;63718.37;58581.40;37191.86;46770.99;55530.12;53897.22;27581.73;43046.93;27337.35;68090.01
1759494740.540237;63393.36;58151.25;37347.83;46198.34;55131.86;53515.50;27472.81;42906.34;27310.35;68090.01
1759494740.653248;63151.22;58294.12;37543.95;46198.34;54934.25;53326.09;27391.45;43235.33;27310.35;68451.80
1759494740.7662358;63151.22;57867.03;37269.74;45736.85;54347.45;52701.50;27391.45;43000.00;27445.66;68542.72
1759494740.879252;62671.05;58222.62;37191.86;46043.81;54089.52;52209.22;27418.54;43046.93;27337.35;68725.08
1759494740.992515;62910.45;58294.12;37269.74;45787.82;54089.52;51965.51;27364.38;43141.00;27364.38;69184.21
1759494741.105348;62432.99;58365.75;37191.86;46095.24;54153.84;51723.40;27418.54;43000.00;27364.38;69184.21
1759494741.218267;62591.54;57867.03;37191.86;45787.82;53833.33;51904.83;27283.37;43000.00;27364.38;69184.21
1759494741.3312461;62275.02;57725.67;37152.99;46198.34;53833.33;51965.51;27310.35;43000.00;27364.38;69369.16
1759494741.444205;62671.05;58008.89;37191.86;45992.46;54282.80;52026.29;27256.43;42953.13;27391.45;69461.92
1759494741.557207;62196.26;57867.03;37230.77;45584.39;53961.21;51723.40;27256.43;42906.34;27391.45;69369.16
1759494741.670262;61882.68;57937.89;37269.74;45889.98;53897.22;51844.26;27364.38;42859.61;27364.38;69092.01
1759494741.783295;62353.93;57584.82;37075.41;45736.85;54089.52;51723.40;27175.77;42953.13;27256.43;68725.08
1759494741.896346;62196.26;57937.89;37230.77;45889.98;53705.88;51663.12;27364.38;43000.00;27418.54;68725.08
1759494742.0093791;62432.99;57725.67;37426.12;45685.96;53389.12;51723.40;27283.37;42859.61;27283.37;68270.55
1759494742.122298;62117.64;57165.19;37075.41;45483.14;53897.22;51783.78;27229.51;42766.36;27283.37;68361.09
1759494742.2353861;62196.26;57514.57;37308.76;45685.96;53578.86;51602.94;27256.43;42673.37;27283.37;68361.09
1759494742.348203;62117.64;57444.44;36959.43;45382.19;53642.32;51602.94;27256.43;42859.61;27256.43;68633.80
